decision_id,unit_id,action,disposition,stacks_labels,rationale,review_state,supersedes
D000022,tohoku:def:commutative-diagram,set,new_statement,,The local tree uses commutative diagrams throughout but has no labelled general definition equating all parallel composite paths in a bare diagram scheme.,reviewed_new_statement,
D000023,tohoku:def:complete-subcategory,set,existing_equivalent,homology-definition-serre-subcategory;homology-lemma-characterize-weak-serre-subcategory,"Grothendieck's special 'full subcategory' is exactly Stacks' weak Serre subcategory: ordinary fullness plus kernels, cokernels, and extensions; it is not merely a full subcategory in current terminology.",reviewed_equivalent,
D000024,tohoku:def:composite-arrow,set,new_statement,,No labelled local target defines paths as nonempty finite arrow sequences in a bare graph; Stacks starts from an index category whose composites already exist.,reviewed_new_statement,
D000025,tohoku:def:diagram-category,set,new_statement,,"A Stacks diagram is a functor from a category, while this unit builds a category of representations of a graph before imposing path relations; no exact labelled target exists.",reviewed_new_statement,
D000026,tohoku:def:dual-diagram-scheme,set,new_statement,,"Opposite categories are defined locally, but no labelled target defines reversal of a bare graph scheme together with retained additive relations.",reviewed_new_statement,
D000027,tohoku:def:inductive-limit,set,existing_equivalent,categories-definition-system-over-poset;categories-definition-colimit,The compatibility and universal mapping clauses are exactly the colimit of the associated preorder-indexed diagram.,reviewed_equivalent,
D000028,tohoku:def:inductive-limit:functor,set,existing_stronger,categories-lemma-functorial-colimit,Stacks gives functoriality for a transformation together with a change of index category; the fixed-index colimit functor asserted here is the special case H=id.,reviewed_stronger,
D000029,tohoku:def:inductive-limit:functoriality,set,existing_stronger,categories-lemma-functorial-colimit,The induced map between colimits is exactly the H=id case of the more general local functorial-colimit lemma.,reviewed_stronger,
D000030,tohoku:def:injective-effacement,set,new_statement,homology-definition-injective,"Stacks defines injective targets by the lifting property. Every monomorphism into such a target is a source effacement, but an effacement A→M need not make M injective (for example A=0).",reviewed_new_statement,
D000031,tohoku:def:injective-object,set,existing_equivalent,homology-definition-injective;homology-lemma-characterize-injectives,"The extension property is the Stacks definition and exactness of Hom(-,M) is its labelled equivalent characterization.",reviewed_equivalent,
D000032,tohoku:def:quasi-equal,set,extend_existing,homology-lemma-serre-subcategory-is-kernel,Quasi-equality means that the inclusion or quotient map has kernel and cokernel in the Serre subcategory and hence becomes invertible in the Stacks localization; Stacks does not name this relation separately.,reviewed_gap,
D000033,tohoku:def:quotient-category,set,existing_stronger,homology-lemma-serre-subcategory-is-kernel,The resulting abelian quotient and exact essentially-surjective functor agree; Stacks constructs it as a localization and additionally proves the universal property.,reviewed_stronger,
D000034,tohoku:def:quotient-composition:p1,set,extend_existing,categories-lemma-left-localization;homology-lemma-serre-subcategory-is-kernel,"Both constructions compose representatives in the Serre localization, but Stacks uses fraction calculus rather than the source's simultaneous subobject-to-quotient representative Q.",reviewed_gap,
D000035,tohoku:def:quotient-composition:p2,set,extend_existing,categories-lemma-left-localization;homology-lemma-serre-subcategory-is-kernel,"This completes the source's representative-level composition and abelian-category verification; Stacks proves those facts through multiplicative-system localization, not this explicit Q construction.",reviewed_gap,
D000036,tohoku:def:quotient-hom,set,extend_existing,categories-remark-left-localization-morphisms-colimit;categories-remark-right-localization-morphisms-colimit;homology-lemma-serre-subcategory-is-kernel,"Stacks gives each one-sided filtered-colimit formula for morphisms in a localization; the source uses a simultaneous double system of quasi-equal subobjects and quotients, which is not stated verbatim.",reviewed_gap,
D000037,tohoku:def:quotient-morphism,set,extend_existing,categories-definition-left-localization-as-fraction;categories-definition-right-localization-as-fraction;homology-lemma-serre-subcategory-is-kernel,The source's two-sided representatives model the same Serre localization; Stacks labels left and right fractions separately and does not state this exact simultaneous equivalence relation.,reviewed_gap,
D000038,tohoku:def:subcategory:p1,set,existing_equivalent,categories-definition-subcategory,"Objects and arrows are subsets, identities and composition are inherited, and the inclusion is a functor in both definitions.",reviewed_equivalent,
D000039,tohoku:def:subcategory:p2,set,extend_existing,categories-definition-subcategory;homology-definition-preadditive,The source additionally requires each Hom subset to be a subgroup for an additive subcategory; the two local definitions supply the ingredients but do not label this combined notion.,reviewed_gap,
D000040,tohoku:def:thick-subcategory,set,existing_equivalent,homology-definition-serre-subcategory;homology-lemma-characterize-serre-subcategory,"Grothendieck's 'thick' condition is exactly Stacks' Serre subcategory condition and its closure under zero, isomorphism, subquotients, and extensions.",reviewed_equivalent,
D000041,tohoku:diagram:diagram-morphism-square,set,structural_only,,The square is the naturality condition defining a morphism of source graph-valued diagrams; it has no independently labelled local target apart from the unmatched parent construction.,reviewed_structural,
D000042,tohoku:diagram:injective-effacement,set,structural_only,homology-definition-injective,"The diagram illustrates the effacement lifting square. The local injective-object definition supplies the corresponding lift only when the target is injective, so the diagram is not an independent theorem.",reviewed_structural,
D000043,tohoku:example:1.7:a,set,example_or_remark,,"No labelled local result identifies, for an arbitrary additive category, the subcategory of objects annihilated by an integer as a graph-relation diagram category with inherited AB properties.",reviewed_example_or_remark,
D000044,tohoku:example:1.7:b:p1,set,example_or_remark,categories-definition-product-category,"Stacks labels the binary product category, while the source uses an arbitrary set-indexed product C^I and its graph-scheme presentation.",reviewed_example_or_remark,
D000045,tohoku:example:1.7:b:p2,set,example_or_remark,,The claim about arbitrary products of integer-annihilator subcategories as relation-diagram categories has no exact labelled local counterpart.,reviewed_example_or_remark,
D000046,tohoku:example:1.7:c,set,example_or_remark,,The local tree uses arrow categories informally but has no labelled definition matching the source graph presentation and its optional integer-annihilation relations.,reviewed_example_or_remark,
D000047,tohoku:example:1.7:d,set,example_or_remark,categories-definition-functor;categories-definition-transformation-functors,"Stacks gives the same functors and natural transformations and notes their category, but does not identify it with Grothendieck's graph-with-relations category or add the additive-functor relation presentation.",reviewed_example_or_remark,
D000048,tohoku:example:1.7:e,set,example_or_remark,homology-section-complexes;homology-lemma-cat-chain-abelian,"Stacks develops the same category of complexes and proves it abelian when the value category is abelian; the source additionally presents complexes, bounded variants, and bicomplexes as graph relations.",reviewed_example_or_remark,
D000049,tohoku:example:1.7:f,set,example_or_remark,,No labelled local target treats G-objects in an arbitrary category as a one-vertex diagram scheme with group-law relations and inherits the full permanence theorem.,reviewed_example_or_remark,
D000050,tohoku:example:1.7:g,set,example_or_remark,,No labelled local target defines objects of an arbitrary additive category with a unital ring action and identifies them with this relation-diagram construction.,reviewed_example_or_remark,
D000051,tohoku:example:1.7:h:p1,set,existing_equivalent,categories-definition-system-over-poset,"The objects, transition maps, identity maps, and composition law are exactly Stacks' system over a preordered set; only the graph-relation presentation differs.",reviewed_equivalent,
D000052,tohoku:example:1.7:h:p2,set,existing_equivalent,categories-definition-system-over-poset;categories-definition-presheaf,Stacks identifies systems and inverse systems over a preorder and defines a presheaf as the corresponding contravariant functor; this matches the source examples.,reviewed_equivalent,
D000053,tohoku:footnote:2,set,structural_only,,"The footnote correctly checks that ordered-index inductive systems satisfy the printed syntactic hypotheses, but those hypotheses do not rescue the false generator conclusion of Proposition 1.9.2.",reviewed_structural,
D000054,tohoku:lemma:1.10.1:1,set,existing_equivalent,injectives-lemma-characterize-injective,Both state the generator-subobject lifting criterion for injectivity in an AB5/Grothendieck abelian category.,reviewed_equivalent,
D000055,tohoku:lemma:1.10.1:1:proof,set,structural_only,injectives-lemma-characterize-injective,"The local proof uses the same Zorn maximal-extension argument, generator map, pullback subobject, and AB5 union step, with modernized notation.",reviewed_structural,
D000056,tohoku:prop:1.6.1,set,extend_existing,homology-lemma-inverse-systems-abelian;homology-lemma-cat-chain-abelian,"Stacks proves pointwise additive/abelian permanence for inverse systems and complexes, but has no labelled theorem for arbitrary additive graph relations, products/sums, or every AB1-AB6 and dual axiom.",reviewed_gap,
D000057,tohoku:prop:1.6.1:proof,set,structural_only,homology-lemma-inverse-systems-abelian;homology-lemma-cat-chain-abelian,The componentwise kernel/cokernel proof is reflected only in these labelled special cases; Stacks does not reproduce the general relation-diagram proof or all AB permanence claims.,reviewed_structural,
D000058,tohoku:prop:1.8,set,extend_existing,injectives-definition-grothendieck-conditions;categories-lemma-colimits-coproducts-coequalizers,"Stacks covers AB3 existence of colimits, their general right exactness, and AB5 exactness, but the labelled targets do not state the source's explicit kernel-supremum formula.",reviewed_gap,
D000059,tohoku:prop:1.8:proof:p1,set,structural_only,categories-lemma-colimits-coproducts-coequalizers,Both construct colimits from coproducts and coequalizer-type relations; the source specializes this to quotients in an abelian category.,reviewed_structural,
D000060,tohoku:prop:1.8:proof:p2,set,structural_only,categories-lemma-colimits-coproducts-coequalizers;injectives-definition-grothendieck-conditions,This completes the quotient construction; the remaining exactness and kernel assertions are left unproved in the source and are only partly covered by the Stacks AB discussion.,reviewed_structural,
D000061,tohoku:prop:1.9.1,set,extend_existing,injectives-definition-grothendieck-conditions;injectives-lemma-set-iso-classes-bounded-size,Stacks defines a singleton generator and proves the quotient-of-a-sum consequence under the stronger Grothendieck hypotheses; it does not label the source's full family/sum/generator equivalence under AB3 alone.,reviewed_gap,
D000062,tohoku:prop:1.9.1:proof,set,structural_only,injectives-lemma-set-iso-classes-bounded-size,"The evaluation-map quotient argument appears locally, but only as one implication under Grothendieck-category hypotheses; the source's other equivalences are not separately labelled.",reviewed_structural,
D000063,tohoku:prop:1.9.2,set,historical_reference,,"Direct authority review confirms that the last assertion is false. For the one-arrow scheme 1 to 2 in Ab, D=(Z identity-to Z) has the proper subdiagram B=(2Z to Z), but every map from the proposed epsilon-family factors through B. The valid first membership assertion remains source history; no Stacks theorem is claimed for the false generator assertion.",reviewed_historical,
D000064,tohoku:prop:1.9.2:proof,set,structural_only,,"The embedded proof is invalid because Hom(epsilon_s(A),D)=Hom(A,D(s)) fails when s has outgoing arrows. It inherits the authority-confirmed source-error disposition of Proposition 1.9.2 and supplies no independent Stacks target.",reviewed_structural,
D000065,tohoku:prop:quotient-category-properties,set,existing_stronger,homology-lemma-serre-subcategory-is-kernel,"Stacks proves the quotient is abelian, the quotient functor exact and essentially surjective with kernel the Serre subcategory, and adds the universal property.",reviewed_stronger,
D000066,tohoku:remark:quotient-spectral-sequences,set,example_or_remark,,The local tree has functorial spectral-sequence results in specific constructions but no labelled general statement that applying a Serre quotient kills selected terms and yields the asserted exact sequences modulo the subcategory.,reviewed_example_or_remark,
D000067,tohoku:section:1.1,set,structural_only,categories-section-definition-categories,Container for the source's basic category definitions; candidate mappings and boundaries are recorded on its descendant units.,reviewed_structural,
D000068,tohoku:section:1.10,set,structural_only,homology-section-injectives;homology-section-projectives;injectives-section-grothendieck-categories,Container for injective/projective definitions and the Grothendieck enough-injectives theorem; descendants carry the exact claim mappings.,reviewed_structural,
D000069,tohoku:section:1.11,set,structural_only,homology-section-serre-subcategories,Container for weak Serre/Serre subcategories and the Serre quotient; source terminology 'full/thick' differs from current Stacks terminology.,reviewed_structural,
D000070,tohoku:section:1.1:p1,set,extend_existing,categories-definition-category,"Composition, identities, and the Hom-set axioms agree, but neither convention contains the other literally: the source requires a nonempty, possibly proper class of objects and pairwise disjoint Hom sets, whereas Stacks uses a set of objects and permits the empty category. The comparison is therefore an explicit convention boundary.",reviewed_gap,
D000071,tohoku:section:1.1:p2,set,existing_equivalent,categories-definition-opposite,"Same objects, reversed morphisms, and reversed composition agree exactly; source writes dual category C^o where Stacks writes C^opp.",reviewed_equivalent,
D000072,tohoku:section:1.1:p3,set,extend_existing,categories-definition-mono-epi,"The mono/epi cancellation definitions agree. The source additionally calls them injective/surjective and calls a morphism satisfying both 'bijective', terminology Stacks reserves differently.",reviewed_gap,
D000073,tohoku:section:1.1:p4,set,extend_existing,categories-definition-isomorphism,"The two-sided inverse and isomorphism clauses agree, but the source also defines left/right inverses and records split mono/epi implications without a single matching local label.",reviewed_gap,
D000074,tohoku:section:1.1:p5,set,new_statement,,"The elementary closure and cancellation sorites for mono-, epi-, bijective, and isomorphisms are consequences of local definitions but are not stated under an exact labelled target.",reviewed_new_statement,
D000075,tohoku:section:1.1:p6,set,new_statement,,Stacks does not give a labelled general-category construction of subobjects as equivalence classes of monomorphisms with the source's chosen representatives and induced order.,reviewed_new_statement,
D000076,tohoku:section:1.1:p7,set,new_statement,,The dual ordered class of quotient objects in an arbitrary category has no exact labelled local definition; Stacks introduces quotients only in the abelian setting.,reviewed_new_statement,
D000077,tohoku:section:1.1:p8,set,extend_existing,categories-definition-product,"The arbitrary product universal property and canonical projections agree; the source also states functorial product maps and that products preserve monomorphisms, not all of which are in the labelled definition.",reviewed_gap,
D000078,tohoku:section:1.1:p9,set,extend_existing,categories-definition-coproduct,"The arbitrary coproduct universal property agrees; the source additionally discusses sum morphisms and preservation of epimorphisms, beyond the labelled definition.",reviewed_gap,
D000079,tohoku:section:1.2,set,structural_only,categories-definition-functor,"Container for functors, natural transformations, and equivalences; exact mappings are given on the three descendant units.",reviewed_structural,
D000080,tohoku:section:1.2:p1,set,existing_equivalent,categories-definition-functor;categories-definition-contravariant,"Covariant functors agree exactly, and both define contravariant functors through the opposite category; the source's multifunctor aside is not separately labelled.",reviewed_equivalent,
D000081,tohoku:section:1.2:p2,set,existing_equivalent,categories-definition-transformation-functors,"The component maps, naturality square, identity, and vertical composition agree; both obtain a functor category when size permits.",reviewed_equivalent,
D000082,tohoku:section:1.2:p3,set,existing_equivalent,categories-definition-equivalence-categories;categories-lemma-equivalence-categories,"The notions are mathematically equivalent, but the source chooses quasi-inverse data satisfying triangle identities whereas the Stacks definition only asks for inverse-up-to-isomorphism and separately characterizes fully faithful plus essentially surjective.",reviewed_equivalent,
D000083,tohoku:section:1.3,set,structural_only,homology-definition-preadditive;homology-definition-additive-category,Container for Grothendieck's older additive-category package; Stacks separates the Hom-group condition as preadditive from the finite-biproduct/zero condition as additive.,reviewed_structural,
D000084,tohoku:section:1.3:footnote:1ter,set,existing_equivalent,homology-definition-kernel;homology-lemma-coim-im-map,"The image, coimage, and canonical factorization Coim(u)→Im(u) agree with the labelled local definition and lemma.",reviewed_equivalent,
D000085,tohoku:section:1.3:footnote:1ter:text,set,extend_existing,homology-definition-kernel,Stacks uses kernel-of-cokernel as its definition of image. The source's smallest-subobject alternative and its equivalence only in abelian categories are not stated under a local label.,reviewed_gap,
D000086,tohoku:section:1.3:p1,set,existing_equivalent,homology-lemma-preadditive-direct-sum;homology-lemma-preadditive-zero;homology-definition-additive-category,"Stacks proves product iff coproduct for pairs in a preadditive category, defines the resulting biproduct, and gives the same zero-object characterizations.",reviewed_equivalent,
D000087,tohoku:section:1.3:p2,set,existing_equivalent,homology-lemma-abelian-opposite,The first part of the local lemma states exactly that the opposite of a preadditive/additive category is again preadditive/additive.,reviewed_equivalent,
D000088,tohoku:section:1.3:p3,set,extend_existing,homology-definition-kernel;homology-lemma-coim-im-map,"Kernels, cokernels, images, coimages, and the canonical factorization agree; the source's zero-divisor characterization of mono/epi is not separately stated in the labelled local targets.",reviewed_gap,
D000089,tohoku:section:1.3:p4,set,existing_equivalent,homology-definition-preadditive;homology-lemma-additive-additive,Stacks uses the same Hom-group definition of additive functor and proves that such functors preserve zero objects and finite direct sums.,reviewed_equivalent,
D000090,tohoku:section:1.4,set,structural_only,homology-section-abelian-categories;homology-definition-abelian-category,Container for AB1/AB2 and elementary abelian-category exactness; descendant units carry claim-level mappings.,reviewed_structural,
D000091,tohoku:section:1.4:AB1,set,existing_equivalent,homology-definition-abelian-category,The local definition includes exactly the existence of all kernels and cokernels; it bundles this source axiom with AB2.,reviewed_equivalent,
D000092,tohoku:section:1.4:AB2,set,existing_equivalent,homology-definition-abelian-category,The local definition includes exactly that every canonical Coim(f)→Im(f) is an isomorphism; it bundles this source axiom with AB1.,reviewed_equivalent,
D000093,tohoku:section:1.4:exact-functor,set,extend_existing,categories-definition-exact;homology-lemma-exact-functor,Stacks' left/right/exact functors and the short-exact-sequence criteria agree. The historical 'half-exact' condition at the middle term is not defined under these labels.,reviewed_gap,
D000094,tohoku:section:1.4:exact-sequence,set,existing_equivalent,homology-definition-exact;homology-lemma-check-exactness,"Exactness as image equals kernel, the short exact sequence, and both Hom criteria agree; source 'generalized cokernel' is current cokernel universal-property terminology.",reviewed_equivalent,
D000095,tohoku:section:1.4:p1,set,example_or_remark,homology-lemma-characterize-injective;homology-example-not-abelian,Stacks proves mono plus epi iff isomorphism in an abelian category and gives the filtered-vector-space nonabelian example; the source lists additional topological and analytic examples absent from these targets.,reviewed_example_or_remark,
D000096,tohoku:section:1.4:p2,set,example_or_remark,,This is a broad methodological assertion that all finite-character abelian-group diagram formalism transfers to any abelian category; no single labelled local theorem has that scope.,reviewed_example_or_remark,
D000097,tohoku:section:1.4:p3,set,new_statement,,"The subobject/quotient order anti-isomorphism and lattice formulas are not stated under an exact local label, although they follow from abelian-category infrastructure.",reviewed_new_statement,
D000098,tohoku:section:1.4:p4,set,new_statement,,The source's systematic direct and inverse images for both subobjects and quotient objects have no exact labelled local definition or theorem.,reviewed_new_statement,
D000099,tohoku:section:1.5,set,structural_only,injectives-section-grothendieck-conditions;injectives-definition-grothendieck-conditions,"Container for AB3-AB6 and their duals; Stacks labels AB3-AB5 and duals through AB5*, but has no AB6 entry.",reviewed_structural,
D000100,tohoku:section:1.5:AB3,set,existing_equivalent,injectives-definition-grothendieck-conditions,Both define AB3 as existence of arbitrary direct sums in an abelian category.,reviewed_equivalent,
D000101,tohoku:section:1.5:AB4,set,existing_equivalent,injectives-definition-grothendieck-conditions,"Source AB4 asks sums of monomorphisms to be monic; Stacks says direct sums are exact. Under AB3 coproducts are already right exact, so these formulations agree.",reviewed_equivalent,
D000102,tohoku:section:1.5:AB5,set,existing_equivalent,injectives-definition-grothendieck-conditions,"Source gives the directed-subobject distributivity form; Stacks defines AB5 as exactness of filtered colimits. These are the standard equivalent formulations in an AB3 abelian category, though the equivalence is not proved at this label.",reviewed_equivalent,
D000103,tohoku:section:1.5:AB5:equivalent,set,extend_existing,injectives-definition-grothendieck-conditions,The extension of compatible maps from a directed union is the source's second AB5 formulation. Stacks states filtered-colimit exactness but does not label this exact Hom-extension reformulation.,reviewed_gap,
D000104,tohoku:section:1.5:AB6,set,new_statement,,The local Grothendieck-conditions definition stops at AB5/AB5* and contains no labelled arbitrary-intersection distributivity axiom AB6.,reviewed_new_statement,
D000105,tohoku:section:1.5:p1,set,existing_equivalent,injectives-definition-grothendieck-conditions;categories-lemma-colimits-coproducts-coequalizers,The local discussion records that AB3 gives all colimits and that direct sums/colimits are right exact before AB4/AB5; the source also writes the supremum-of-subobjects construction explicitly.,reviewed_equivalent,
D000106,tohoku:section:1.5:p2,set,example_or_remark,,"No single labelled local result reproduces the combined dual-axiom examples, independence statements, Pontryagin-duality example, sheaf-product failure, and AB5-plus-AB5* triviality claim.",reviewed_example_or_remark,
D000107,tohoku:section:1.5:p3,set,structural_only,,Transition from AB axioms to limits and injective/projective objects; it contains no independent mathematical claim needing a target.,reviewed_structural,
D000108,tohoku:section:1.6,set,new_section,,"Container for Grothendieck's bare graph schemes, additive relations, and permanence theorem; Stacks has only special-case diagram categories, not this labelled general formalism.",reviewed_new_section,
D000109,tohoku:section:1.7,set,example_or_remark,,Container for examples of the unmatched graph-with-relations formalism; descendant units record exact special-case overlaps where present.,reviewed_example_or_remark,
D000110,tohoku:section:1.8,set,structural_only,categories-section-posets-limits;categories-definition-colimit;categories-definition-limit,Container for systems over preorders and their inductive/projective limits; proposition-level AB exactness boundaries are recorded below.,reviewed_structural,
D000111,tohoku:section:1.9,set,existing_weaker,injectives-definition-grothendieck-conditions;injectives-lemma-set-of-subobjects,"The generator criterion and deduction that subobjects form a set agree, but Stacks works in an abelian category and gives cardinal bounds; the source also defines families of generators.",reviewed_weaker,
D000112,tohoku:section:1.9:examples:p1,set,example_or_remark,,"The module and topological-space sheaf generator examples are standard, but no exact labelled local unit states this combined family in the source's extension-by-zero notation.",reviewed_example_or_remark,
D000113,tohoku:thm:1.10.1:construction:M1,set,existing_equivalent,injectives-theorem-injective-embedding-grothendieck,The local proof performs the same functorial first-stage attachment using all maps from subobjects of a generator; its pushout is the source cokernel construction in abelian notation.,reviewed_equivalent,
D000114,tohoku:thm:1.10.1:construction:transfinite:p1,set,existing_equivalent,injectives-theorem-injective-embedding-grothendieck,Both iterate the first-stage functor by transfinite recursion and take colimits at limit ordinals.,reviewed_equivalent,
D000115,tohoku:thm:1.10.1:construction:transfinite:p2,set,existing_equivalent,injectives-theorem-injective-embedding-grothendieck,Both stop at a sufficiently large-cofinality ordinal and use the generator-subobject criterion. Stacks explicitly chooses cofinality greater than |U|; the source chooses the least ordinal of larger cardinality and argues via its subobject cardinal.,reviewed_equivalent,
D000116,tohoku:thm:1.10.1:p1,set,existing_stronger,injectives-theorem-injective-embedding-grothendieck;homology-definition-enough-injectives,Both prove that AB5 plus a generator gives enough injectives; the Stacks theorem states the stronger functorial embedding conclusion already at theorem level.,reviewed_stronger,
D000117,tohoku:thm:1.10.1:p2,set,existing_equivalent,injectives-theorem-injective-embedding-grothendieck;homology-definition-functorial-injective-embedding,The source's functor M and natural monomorphism A→M(A) with injective targets are exactly Stacks' functorial injective embeddings.,reviewed_equivalent,
D000118,tohoku:thm:1.10.1:remark:1,set,example_or_remark,,"No labelled local theorem gives injective effacements from AB3, AB4, AB3*, and a cogenerator; Stacks does not define this effacement notion.",reviewed_example_or_remark,
D000119,tohoku:thm:1.10.1:remark:2,set,example_or_remark,,"No labelled local target states that a G-object injective in the operator category is injective after forgetting the action, under the source's functorial construction.",reviewed_example_or_remark,
D000120,tohoku:thm:1.10.1:remark:3,set,historical_reference,,"The remark's claimed stability of the generator hypothesis for the cited diagram categories depends on the false last assertion of Proposition 1.9.2. It is retained as a dependency-qualified historical statement, with no valid Stacks coverage asserted.",reviewed_historical,
D000121,tohoku:thm:1.10.1:remark:4,set,example_or_remark,homology-definition-projective;homology-lemma-characterize-projectives,"Stacks supplies the dual projective definition and characterizations, but not a labelled dual of the whole source theorem or a projective-effacement notion under dual AB hypotheses.",reviewed_example_or_remark,
D000122,tohoku:term:delta-functor,set,structural_only,homology-definition-cohomological-delta-functor,Stacks uses delta-functor for an exact cohomological sequence in degrees n>=0 between abelian categories; Tohoku's term points to broader nonexact partial-degree data with merely additive codomain.,reviewed_structural,
D000123,tohoku:term:delta-star-functor,set,structural_only,,"No local generic lowering-degree delta-star notion exists. The nearby exact-duality lemma changes variance but does not define delta-star, and its TeX label has no tag entry.",reviewed_structural,
D000124,tohoku:term:derived-delta-functor,set,structural_only,,"The printed contents says derived delta-functor while the printed body heading and definition say universal delta-functor; direct-source replay establishes a genuine title variant, so this contents term is retained only as a structural alias and is not mapped to a Stacks tag.",reviewed_structural,
D000125,tohoku:term:derived-functor,set,structural_only,derived-definition-derived-functor;derived-definition-higher-derived-functors,The local definitions give derived functors and their cohomology-object functors; Tohoku's body uses the classical injective/projective-resolution realization.,reviewed_structural,
D000126,tohoku:term:homological-algebra,set,structural_only,,"This is only the chapter-level subject heading, not a mathematical assertion with a single local Stacks target.",reviewed_structural,
D000127,tohoku:term:resolving-functor,set,structural_only,,Stacks' resolution functor resolves complexes into injective complexes and is not Tohoku's exact functor from objects to complexes computing a fixed F.,reviewed_structural,
D000128,tohoku:term:spectral-functor,set,structural_only,,No local definition of an additive functor into a category of spectral sequences was found; Stacks develops functorial spectral sequences without this packaged term.,reviewed_structural,
D000129,tohoku:term:spectral-sequence,set,structural_only,homology-definition-spectral-sequence;homology-remark-allow-translation-functors;homology-definition-filtered-complex-ss-converges,"Stacks separates page data, bigraded shifts, and convergence; Tohoku bundles bigrading, eventual stability, filtered abutment, and E-infinity identifications into one notion.",reviewed_structural,
D000130,tohoku:axiom:delta-functor:1,set,existing_equivalent,homology-definition-cohomological-delta-functor,"The naturality square for connecting maps is the second Stacks axiom; the surrounding Stacks definition additionally assumes nonnegative degrees, abelian codomain, and exactness.",reviewed_equivalent,
